source,backend,condition,n,harmonic_index,shots_per_round,epsilon_target,alpha,analytic_k1,statevector_cos,statevector_k1,cos_estimate,k1_estimate,abs_error_vs_analytic_k1,abs_error_vs_statevector_k1,statevector_abs_error_vs_analytic_k1,max_transpiled_depth,max_transpiled_ecr,max_transpiled_cz,amplitude_estimate,amplitude_ci_low,amplitude_ci_high,cos_ci_low,cos_ci_high,epsilon_estimated,num_oracle_queries,powers,ratios,iqae_rounds,max_grover_power,repeat,rmse_component
real_raw,ibm_yonsei,runtime_raw,5,1,8192,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,0.09420908063355804,-0.2976213269822603,1.3429805297240187,1.3516224358801943,0.00864190615617555,26930,8964,0,0.452895459683221,0.45243796318849167,0.45335295617795024,0.09329408764409952,0.09512407362301667,0.000457496494729287,131072,"[0, 0, 16]","[1.0, 33.0]",2,16,0,1.3516224358801943
real_raw,ibm_yonsei,runtime_raw,5,1,8192,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,0.17763020797934304,-0.5611618100444073,1.0794400466618717,1.0880819528180472,0.00864190615617555,28779,9457,0,0.4111848960103285,0.41075850520929336,0.4116112868113636,0.17677742637727278,0.1784829895814133,0.00042639080103512583,139264,"[0, 0, 17]","[1.0, 35.0]",2,17,1,1.0880819528180472
real_raw,ibm_yonsei,runtime_raw,5,1,8192,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,0.0037111850716256,-0.011724218284118612,1.6288776384221604,1.637519544578336,0.00864190615617555,34319,11873,0,0.4981444074641872,0.497791722247639,0.49849709268073533,0.003005814638529336,0.004416555504721975,0.00035268521654815976,172032,"[0, 0, 21]","[1.0, 43.0]",2,21,2,1.637519544578336
real_raw,ibm_yonsei,runtime_raw,5,1,8192,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,0.16453628530973619,-0.5197960455753787,1.1208058111309003,1.1294477172870758,0.00864190615617555,31051,10929,0,0.4177318573451319,0.41734829553642144,0.41811541915384237,0.16376916169231526,0.1653034089271571,0.0003835618087104642,155648,"[0, 0, 19]","[1.0, 39.0]",2,19,3,1.1294477172870758
real_raw,ibm_yonsei,runtime_raw,5,1,8192,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,0.13242191492177047,-0.4183416903710933,1.2222601663351857,1.2309020724913613,0.00864190615617555,39210,12652,0,0.43378904253911477,0.4334692274707496,0.43410885760747986,0.13178228478504028,0.13306154505850076,0.0003198150683651202,188416,"[0, 0, 23]","[1.0, 47.0]",2,23,4,1.2309020724913613
real_raw,ibm_yonsei,runtime_raw,5,1,8192,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,0.09100808462884569,-0.2875088763333358,1.3530929803729432,1.3617348865291188,0.00864190615617555,28787,9487,0,0.45449595768557716,0.4540644735603097,0.45492744181084466,0.09014511637831069,0.09187105287938058,0.0004314841252674728,139264,"[0, 0, 17]","[1.0, 35.0]",2,17,5,1.3617348865291188
real_raw,ibm_yonsei,runtime_raw,5,1,8192,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,0.005182203343295111,-0.016371396741706498,1.6242304599645725,1.632872366120748,0.00864190615617555,28135,9757,0,0.49740889832835244,0.4969755957760005,0.49784220088070447,0.004315598238591067,0.006048808447999043,0.000433302552351994,139264,"[0, 0, 17]","[1.0, 35.0]",2,17,6,1.632872366120748
real_raw,ibm_yonsei,runtime_raw,5,1,8192,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,0.000925032414287541,-0.00292232312204302,1.637679533584236,1.6463214397404116,0.00864190615617555,15247,4991,0,0.49953748379285623,0.498739336108137,0.5003356314775755,-0.0006712629551510751,0.002521327783726046,0.0007981476847192803,73728,"[0, 0, 9]","[1.0, 19.0]",2,9,7,1.6463214397404116
real_raw,ibm_yonsei,runtime_raw,5,1,8192,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,-0.0018525415359436082,0.005852470552832185,1.6464543272591112,1.6550962334152868,0.00864190615617555,13826,4552,0,0.5009262707679718,0.5000342234117513,0.5018183181241922,-0.003636636248384395,-6.844682350259923e-05,0.000892047356220449,65536,"[0, 0, 8]","[1.0, 17.0]",2,8,8,1.6550962334152868
real_raw,ibm_yonsei,runtime_raw,5,1,8192,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,-0.15994785701098957,0.5053004777399627,2.145902334446242,2.154544240602417,0.00864190615617555,32185,10608,0,0.5799739285054948,0.5795900931701065,0.5803577638408831,-0.16071552768176622,-0.15918018634021291,0.00038383533538832726,155648,"[0, 0, 19]","[1.0, 39.0]",2,19,9,2.154544240602417
