source,backend,condition,shots_per_round,repeats,rmse_vs_statevector_k1,median_abs_error_vs_statevector_k1,min_abs_error_vs_statevector_k1,max_abs_error_vs_statevector_k1
real_raw,ibm_yonsei,runtime_raw,8192,10,1.519717757907905,1.4973036263249333,1.0880819528180472,2.154544240602417
