source,backend,condition,n,harmonic_index,shots_per_round,epsilon_target,alpha,analytic_k1,statevector_cos,statevector_k1,cos_estimate,k1_estimate,abs_error_vs_analytic_k1,abs_error_vs_statevector_k1,statevector_abs_error_vs_analytic_k1,max_transpiled_depth,max_transpiled_ecr,max_transpiled_cz,amplitude_estimate,amplitude_ci_low,amplitude_ci_high,cos_ci_low,cos_ci_high,epsilon_estimated,num_oracle_queries,powers,ratios,iqae_rounds,max_grover_power,repeat,rmse_component
real_raw,ibm_yonsei,runtime_raw,5,1,512,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,0.01147637887063846,-0.03625568878775282,1.6043461679185262,1.6129880740747018,0.00864190615617555,18568,6205,0,0.49426181056468077,0.49159579947566134,0.49692782165370025,0.006144356692599495,0.016808401048677313,0.0026660110890194544,6656,"[0, 0, 2, 11]","[1.0, 5.0, 4.6]",3,11,0,1.6129880740747018
real_raw,ibm_yonsei,runtime_raw,5,1,512,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,0.001398605027840949,-0.00441841361268747,1.6361834430935915,1.644825349249767,0.00864190615617555,32067,10587,0,0.4993006974860795,0.4977290740844255,0.5008723208877335,-0.0017446417754669596,0.004541851831148969,0.001571623401653982,10752,"[0, 0, 2, 19]","[1.0, 5.0, 7.8]",3,19,1,1.644825349249767
real_raw,ibm_yonsei,runtime_raw,5,1,512,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,-0.00030543914238512215,0.0009649303682579663,1.641566787074537,1.6502086932307125,0.00864190615617555,41099,14205,0,0.5001527195711926,0.4989509107385181,0.5013545284038671,-0.002709056807734145,0.0020981785229637895,0.0012018088326744836,13824,"[0, 0, 2, 25]","[1.0, 5.0, 10.2]",3,25,2,1.6502086932307125
real_raw,ibm_yonsei,runtime_raw,5,1,512,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,-0.0018548186522480137,0.005859664321964125,1.6464615210282432,1.6551034271844187,0.00864190615617555,16595,5649,0,0.500927409326124,0.49800872360515,0.5038460950470979,-0.00769219009419575,0.003982552789699945,0.0029186857209739236,6144,"[0, 0, 2, 10]","[1.0, 5.0, 4.2]",3,10,3,1.6551034271844187
real_raw,ibm_yonsei,runtime_raw,5,1,512,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,0.004120700514484432,-0.013017942081269848,1.627583914625009,1.6362258207811846,0.00864190615617555,56012,18482,0,0.4979396497427578,0.49702435171515885,0.4988549477703567,0.0022901044592865683,0.005951296569682296,0.000915298027598932,18432,"[0, 0, 3, 33]","[1.0, 7.0, 9.571428571428571]",3,33,4,1.6362258207811846
real_raw,ibm_yonsei,runtime_raw,5,1,512,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,0.0410948011786586,-0.12982495080742626,1.5107769058988527,1.5194188120550283,0.00864190615617555,67071,22332,0,0.4794525994106707,0.47869635736633304,0.48020884145500836,0.03958231708998328,0.04260728526733393,0.0007562420443376627,22016,"[0, 0, 3, 40]","[1.0, 7.0, 11.571428571428571]",3,40,5,1.5194188120550283
real_raw,ibm_yonsei,runtime_raw,5,1,512,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,-0.005260784472589375,0.016619646908453082,1.6572215036147322,1.6658634097709077,0.00864190615617555,48977,16985,0,0.5026303922362947,0.5016248709070185,0.5036359135655708,-0.007271827131141606,-0.0032497418140369216,0.001005521329276171,17920,"[0, 0, 5, 30]","[1.0, 11.0, 5.545454545454546]",3,30,6,1.6658634097709077
real_raw,ibm_yonsei,runtime_raw,5,1,512,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,0.035672959714835084,-0.11269649949149443,1.5279053572147845,1.53654726337096,0.00864190615617555,68783,22768,0,0.48216352014258246,0.48142536224453497,0.4829016780406299,0.03419664391874022,0.03714927551093006,0.000738157898047459,22528,"[0, 0, 3, 41]","[1.0, 7.0, 11.857142857142858]",3,41,7,1.53654726337096
real_raw,ibm_yonsei,runtime_raw,5,1,512,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,-0.004161375057107453,0.013146439369094433,1.6537482960753735,1.662390202231549,0.00864190615617555,40755,13400,0,0.5020806875285537,0.5008294723437426,0.5033319027133647,-0.006663805426729397,-0.0016589446874852865,0.0012512151848110276,14336,"[0, 0, 4, 24]","[1.0, 9.0, 5.444444444444445]",3,24,8,1.662390202231549
real_raw,ibm_yonsei,runtime_raw,5,1,512,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,0.004143070110594893,-0.013088611159385031,1.627513245546894,1.6361551517030695,0.00864190615617555,26780,8907,0,0.49792846494470255,0.49607090334925397,0.49978602654015114,0.00042794691969771925,0.007858193301492067,0.001857561595448587,9216,"[0, 0, 2, 16]","[1.0, 5.0, 6.6]",3,16,9,1.6361551517030695
