n,harmonic_index,iqae_round,k,one_count,shots,round_one_count,round_shots,a_min,a_max,theta_min,theta_max,job_id,logical_depth,logical_size,transpiled_depth,transpiled_size,transpiled_ecr,transpiled_cz,transpiled_sx,transpiled_x,transpiled_rz,transpile_seconds,runtime_seconds,source,backend,condition,profile,shots_per_round,epsilon_target,alpha,repeat
5,1,1,0,1188,4096,1188,4096,0.2708133913591627,0.3098143642795157,0.08710807790380812,0.09394905283695248,d974hek4ttfc73cotuk0,65,142,285,552,0,92,224,0,235,0.005200624465942383,543.2362537384033,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,0
5,1,2,14,1920,4096,1920,4096,0.28840636044978574,0.28974947654461936,0.09022780844428185,0.09046357678660263,d974lmb0iros73egulag,79,156,15986,28073,0,5434,11765,0,10873,0.07385373115539551,1105.2237384319305,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,0
5,1,1,0,1585,4096,1585,4096,0.36619012986062377,0.40803138431297764,0.10344072709347787,0.11027892085580905,d974udc4ttfc73coua00,65,142,280,562,0,95,230,0,236,0.005839347839355469,681.3613893985748,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,1
5,1,2,13,1993,4096,1993,4096,0.38440177186153174,0.38595034114003957,0.10643399672491621,0.10668722719530109,d9753nld0ogc73bgnhfg,78,155,14885,26251,0,5094,11029,0,10127,0.07013106346130371,784.6437132358551,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,1
5,1,1,0,1637,4096,1637,4096,0.37875047727224687,0.4208284359768538,0.10550821788943524,0.11234619650192475,d9759uc4ttfc73couk4g,65,142,275,555,0,92,226,0,236,0.0053043365478515625,694.157505273819,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,2
5,1,2,15,2066,4096,2066,4096,0.39853336409290224,0.39989070646238073,0.10873813690138774,0.10895869208717436,d975fc44ttfc73couot0,80,157,17174,30218,0,5867,12705,0,11645,0.07632780075073242,797.4022262096405,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,2
5,1,1,0,1049,4096,1049,4096,0.2376607120126364,0.2751850016051557,0.08104637824036476,0.08788896193371051,d975lm1v0aoc73c2n040,65,142,286,559,0,92,225,0,241,0.005998373031616211,543.4418811798096,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,3
5,1,2,15,1960,4096,1960,4096,0.2561382057459773,0.25734893791307006,0.08445684839829605,0.08467740464313966,d975pudd0ogc73bgo50g,80,157,17120,30109,0,5840,12643,0,11625,0.07706022262573242,659.7389521598816,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,3
5,1,1,0,1618,4096,1618,4096,0.3741594100243023,0.4161542991734837,0.1047541415582075,0.11159219540488752,d975v5ld0ogc73bgo9p0,65,142,289,546,0,89,218,0,238,0.0055615901947021484,541.5409696102142,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,4
5,1,2,14,1935,4096,1935,4096,0.39086285022502276,0.3923089801490146,0.10748931319406604,0.10772508098278033,d9763d5d0ogc73bgodl0,79,156,16010,28175,0,5467,11852,0,10855,0.0742940902709961,651.0941882133484,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,4
5,1,1,0,1651,4096,1651,4096,0.3821346197993188,0.42427128628407046,0.10606291319096847,0.11290083880870158,d9768ild0ogc73bgoi50,65,142,283,561,0,92,225,0,243,0.0056858062744140625,542.8858168125153,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,5
5,1,2,16,1956,4096,1956,4096,0.404067271670961,0.4053452181309524,0.10963656920568686,0.10984375850206428,d976cqld0ogc73bgolv0,81,158,18176,32112,0,6234,13510,0,12367,0.08491325378417969,668.0762095451355,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,5
5,1,1,0,1918,4096,1918,4096,0.44687314425010627,0.4897333125574221,0.11652860688133951,0.12336589110192217,d976i4b0iros73eh0ap0,65,142,279,557,0,92,226,0,238,0.00547027587890625,543.1022634506226,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,6
5,1,2,6,2005,4096,2005,4096,0.4975404313234867,0.5008449982738717,0.12460854590851948,0.12513448571620805,d976mc30iros73eh0eh0,71,148,7003,12326,0,2375,5167,0,4783,0.03406715393066406,588.1232500076294,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,6
5,1,1,0,1558,4096,1558,4096,0.35967426613092196,0.40138090816916344,0.10236237475486415,0.10920069194032993,d976r1dd0ogc73bgp2jg,65,142,289,553,0,92,223,0,237,0.005413532257080078,541.939671754837,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,7
5,1,2,13,2028,4096,2028,4096,0.3840939554891802,0.3856422905998977,0.10638363818083783,0.10663686822140149,d976v91v0aoc73c2o5bg,78,155,14809,26153,0,5079,10986,0,10087,0.06963038444519043,642.6240577697754,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,7
5,1,1,0,1234,4096,1234,4096,0.2818144894594436,0.32124475610391,0.0890658802644994,0.09590640965492508,d9774c5d0ogc73bgpb20,65,142,285,555,0,92,225,0,237,0.005194187164306641,43928.05649280548,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,8
5,1,2,15,2109,4096,2109,4096,0.3017445063416464,0.30301746491152354,0.09255521688502014,0.09277577255531745,d97hric4ttfc73cp9n4g,80,157,17032,30070,0,5837,12647,0,11585,0.07573199272155762,680.9071891307831,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,8
5,1,1,0,1430,4096,1430,4096,0.3288401464515931,0.36979684588745887,0.09719685231880841,0.10403587167238412,d97i0vdd0ogc73bh2ukg,65,142,287,561,0,92,225,0,243,0.005354881286621094,649.6374251842499,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,9
5,1,2,15,2050,4096,2050,4096,0.34967248108546306,0.35099472923589,0.10069867992738113,0.10091923506755641,d97i61td0ogc73bh3340,80,157,17080,30128,0,5840,12653,0,11634,0.07746601104736328,662.8811359405518,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,4096,0.005,0.05,9
5,1,1,0,2505,8192,2505,8192,0.29193591903227767,0.31988996211724974,0.09084669121537689,0.09567539966395075,d97iba5d0ogc73bh37n0,65,142,285,552,0,92,224,0,235,0.005321502685546875,1070.9915161132812,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,8192,0.005,0.05,0
5,1,2,23,4156,8192,4156,8192,0.3043649525293547,0.3049589797538615,0.09300895621292546,0.09311166070021151,d97ijm5d0ogc73bh3f50,88,165,25837,45705,0,8863,19190,0,17651,0.1161489486694336,2995.7861518859863,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,8192,0.005,0.05,0
5,1,1,0,2945,8192,2945,8192,0.3450346406638268,0.37414293270288984,0.09992353426758861,0.10475143187529391,d97jb5hv0aoc73c334jg,65,142,280,562,0,95,230,0,236,0.005456447601318359,1143.012405872345,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,8192,0.005,0.05,1
5,1,2,16,4081,8192,4081,8192,0.35874607126963276,0.35962795010209353,0.1022084185261718,0.10235469455681648,d97jk3j0iros73ehbuag,81,158,18159,32026,0,6213,13447,0,12365,0.08399772644042969,1299.30189204216,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,8192,0.005,0.05,1
5,1,1,0,2941,8192,2941,8192,0.3445510034405341,0.37365064521658786,0.09984256104038952,0.10467046448870776,d97jub1v0aoc73c33lcg,65,142,275,555,0,92,226,0,236,0.005427837371826172,1194.7575681209564,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,8192,0.005,0.05,2
5,1,2,16,4203,8192,4203,8192,0.35831326152307036,0.35919490754624295,0.10213660002286883,0.1022828762441655,d97k7lr0iros73ehcff0,81,158,18321,32148,0,6240,13519,0,12388,0.0819697380065918,1806.6171078681946,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,8192,0.005,0.05,2
5,1,1,0,3351,8192,3351,8192,0.3942063184132898,0.4240276287445692,0.10803417775443562,0.11286160543572946,d97kls1v0aoc73c34a60,65,142,286,559,0,92,225,0,241,0.00577235221862793,1190.7050874233246,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,8192,0.005,0.05,3
5,1,2,17,3960,8192,3960,8192,0.4107619381354563,0.4116147208384673,0.1107208182036985,0.11085873589673043,d97kv644ttfc73cpcgog,82,159,19394,34026,0,6595,14296,0,13134,0.08684039115905762,1404.7664449214935,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,8192,0.005,0.05,3
5,1,1,0,3100,8192,3100,8192,0.3637879945375757,0.39320666391372716,0.10304366572562061,0.1078713560109821,d97la7b0iros73ehddp0,65,142,289,546,0,89,218,0,238,0.005769491195678711,1217.7226881980896,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,8192,0.005,0.05,4
5,1,2,19,3980,8192,3980,8192,0.3796122509803732,0.3803672012586141,0.10564956195493216,0.10577333417104637,d97ljo44ttfc73cpd2s0,84,161,21581,38007,0,7377,15988,0,14641,0.09627151489257812,2121.7053875923157,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,8192,0.005,0.05,4
