n,harmonic_index,iqae_round,k,one_count,shots,round_one_count,round_shots,a_min,a_max,theta_min,theta_max,job_id,logical_depth,logical_size,transpiled_depth,transpiled_size,transpiled_ecr,transpiled_cz,transpiled_sx,transpiled_x,transpiled_rz,transpile_seconds,runtime_seconds,source,backend,condition,profile,shots_per_round,epsilon_target,alpha,repeat
5,1,1,0,2528,8192,2528,8192,0.29470626978471337,0.32273117557339703,0.0913309118206667,0.09615956859148757,d970ma30iros73egr1pg,65,142,285,552,0,92,224,0,235,0.005300283432006836,93.19878816604614,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,0
5,1,2,16,4211,8192,4211,8192,0.314137050276355,0.31499058558717413,0.09469153137338997,0.09483780762487129,d970n1hv0aoc73c2iheg,81,158,18190,32012,0,6195,13442,0,12374,0.08115267753601074,99.18274116516113,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,0
5,1,1,0,2561,8192,2561,8192,0.2986821744429577,0.3268066459878319,0.09202354237510267,0.096852126969966,d970nsj0iros73egr380,65,142,280,562,0,95,230,0,236,0.005472421646118164,92.97317266464233,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,1
5,1,2,24,4084,8192,4084,8192,0.3120519684600867,0.31262568990745393,0.09433374189814485,0.09443225432602023,d970ok1v0aoc73c2iisg,89,166,27254,47706,0,9281,20076,0,18348,0.12426447868347168,101.58434510231018,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,1
5,1,1,0,2713,8192,2713,8192,0.3170111185771627,0.3455628281531092,0.09518365515372822,0.10001193567760366,d970pfr0iros73egr4n0,65,142,275,555,0,92,226,0,236,0.0053980350494384766,92.77063751220703,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,2
5,1,2,18,4234,8192,4234,8192,0.33347293540095624,0.3342460803455404,0.09798020290302965,0.098110665593939,d970q7dd0ogc73bgjks0,83,160,20406,36072,0,7001,15164,0,13906,0.09331536293029785,99.73118138313293,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,2
5,1,1,0,2376,8192,2376,8192,0.27640928036456036,0.3039430488744189,0.08810695651160319,0.09293597684239005,d970r2td0ogc73bgjlmg,65,142,286,559,0,92,225,0,241,0.0057752132415771484,92.40131735801697,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,3
5,1,2,21,4257,8192,4257,8192,0.28703873832061605,0.2876771150864284,0.08998740262180514,0.09009966130608812,d970rq5d0ogc73bgjmc0,86,163,23702,41943,0,8141,17637,0,16164,0.1070394515991211,100.96332836151123,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,3
5,1,1,0,2548,8192,2548,8192,0.2971157614334498,0.3252013051339908,0.09175098216896387,0.0965795949228235,d970sls4ttfc73coql80,65,142,289,546,0,89,218,0,238,0.005778789520263672,93.12364888191223,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,4
5,1,2,20,4347,8192,4347,8192,0.31205543965212873,0.31274114735380953,0.09433433807736981,0.09445207330371717,d970td30iros73egr88g,85,162,22743,40009,0,7780,16816,0,15412,0.1020514965057373,100.57032799720764,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,4
5,1,1,0,2460,8192,2460,8192,0.2865174317793919,0.31432930258903635,0.08989567544421385,0.09472448835732218,d970u8k4ttfc73coqmm0,65,142,283,561,0,92,225,0,243,0.005362510681152344,92.13035321235657,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,5
5,1,2,19,4210,8192,4210,8192,0.3039872159366378,0.30470288624865144,0.0929436180371086,0.09306739024660698,d970uvtd0ogc73bgjp70,84,161,21644,38051,0,7404,16009,0,14637,0.09710264205932617,99.55852103233337,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,5
5,1,1,0,2878,8192,2878,8192,0.336935877561388,0.3658949574052868,0.09856396753337981,0.1033919663708886,d970vrld0ogc73bgjq0g,65,142,279,557,0,92,226,0,238,0.0054814815521240234,93.8026511669159,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,6
5,1,2,20,4134,8192,4134,8192,0.3488949310033569,0.3496002534837342,0.1005688922184679,0.10068662660125502,d9710j9v0aoc73c2iq10,85,162,22678,39914,0,7759,16773,0,15381,0.10240721702575684,100.53253316879272,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,6
5,1,1,0,2449,8192,2449,8192,0.28519327102282743,0.31296967203140763,0.08966245594826415,0.09449129508802954,d9711epv0aoc73c2iqpg,65,142,289,553,0,92,223,0,237,0.005414485931396484,93.11896634101868,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,7
5,1,2,18,4286,8192,4286,8192,0.2931050457714556,0.29385157657774147,0.09105120229787614,0.09118166524767728,d97126dd0ogc73bgjs40,83,160,20399,36022,0,6998,15129,0,13894,0.09473681449890137,99.67782258987427,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,7
5,1,1,0,2537,8192,2537,8192,0.29579048470286756,0.32384279018143747,0.09152005639010004,0.09634869324828924,d97131hv0aoc73c2is7g,65,142,285,555,0,92,225,0,237,0.005427122116088867,91.96058893203735,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,8
5,1,2,20,4195,8192,4195,8192,0.3124752104692972,0.3131611650553031,0.09440642061367226,0.09452415511071194,d9713otd0ogc73bgjtl0,85,162,22661,40006,0,7774,16804,0,15427,0.10273528099060059,100.90567922592163,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,8
5,1,1,0,2689,8192,2689,8192,0.31411538875828626,0.34260301122701053,0.0946878176903779,0.09951614325234047,d9714kk4ttfc73coqsf0,65,142,287,561,0,92,225,0,243,0.0053403377532958984,93.41186356544495,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,9
5,1,2,22,4330,8192,4330,8192,0.32807688326029694,0.3287099388644135,0.09706752572601539,0.09717479549572246,d9715cdd0ogc73bgjv3g,87,164,24913,44023,0,8568,18537,0,16917,0.11122250556945801,101.93641114234924,real_raw,ibm_berlin,runtime_raw,raw,8192,0.005,0.05,9
5,1,1,0,172,512,172,512,0.27985147603751725,0.3954943384994167,0.08871828403279043,0.1082438617395901,d97167td0ogc73bgjvt0,65,142,285,552,0,92,224,0,235,0.005406856536865234,126.900563955307,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,0
5,1,2,4,251,512,251,512,0.3236182666511122,0.3364270281337649,0.09631050758974832,0.09847828174674535,d97177pv0aoc73c2ivsg,69,146,4770,8391,0,1605,3501,0,3284,0.02498602867126465,137.1088194847107,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,0
5,1,3,49,264,512,264,512,0.3285560978811186,0.3297197909008703,0.09714873236401426,0.09734580354978224,d9718a9v0aoc73c2j0rg,114,191,55065,97282,0,18939,40956,0,37386,0.2513127326965332,245.5907280445099,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,0
5,1,1,0,199,512,199,512,0.33021407604569736,0.449483281308877,0.0974294571032747,0.11694627292800124,d971aa5d0ogc73bgk3j0,65,142,280,562,0,95,230,0,236,0.0056133270263671875,127.00130462646484,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,1
5,1,2,1,239,512,239,512,0.4906108432961517,0.5314522286349278,0.1235055814621052,0.13000908483673757,d971b9r0iros73egrklg,66,143,1396,2466,0,456,1013,0,996,0.01122283935546875,129.44208002090454,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,1
5,1,3,11,249,512,249,512,0.4979277830492339,0.5032575388447307,0.12467019548498351,0.12551845707725556,d971cac4ttfc73cor37g,76,153,12576,22177,0,4297,9322,0,8557,0.060181379318237305,152.69713711738586,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,1
5,1,1,0,168,512,168,512,0.27245572956789604,0.3874308298679435,0.08740190104455943,0.1069291483353822,d971ditd0ogc73bgk6g0,65,142,275,555,0,92,226,0,236,0.005837202072143555,128.13093996047974,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,2
5,1,2,4,246,512,246,512,0.3246312585092572,0.3374501136622349,0.09648273681104479,0.09865052806402685,d971eir0iros73egrnig,69,146,4661,8380,0,1614,3513,0,3252,0.025313138961791992,136.1986849308014,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,2
5,1,3,45,236,512,236,512,0.33056274688411585,0.331830790643753,0.0974884475781672,0.09770285130606446,d971fldd0ogc73bgk8c0,110,187,51021,89557,0,17438,37723,0,34395,0.23094797134399414,235.96452069282532,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,2
5,1,1,0,228,512,228,512,0.3851110376153961,0.5066696513193105,0.10655000332325894,0.12606153945894516,d971hj1v0aoc73c2j950,65,142,286,559,0,92,225,0,241,0.005866527557373047,125.97263145446777,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,3
5,1,2,2,267,512,267,512,0.492026674378096,0.5165405137225764,0.12373095202494608,0.12763298490564262,d971iihv0aoc73c2ja2g,67,144,2525,4487,0,856,1879,0,1751,0.016438007354736328,84.3620252609253,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,3
5,1,3,23,256,512,256,512,0.4986959119180082,0.5013040880819918,0.12479244770020803,0.12520755229979197,d971j7td0ogc73bgkbl0,88,165,26021,45866,0,8899,19282,0,17684,0.11996340751647949,134.19906854629517,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,3
5,1,1,0,221,512,221,512,0.37178685333731204,0.4929391103164346,0.10436372753339569,0.1238761871494587,d971kc1v0aoc73c2jbm0,65,142,289,546,0,89,218,0,238,0.005703926086425781,79.42994332313538,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,4
5,1,2,2,268,512,268,512,0.4924164091170881,0.5169301365878861,0.12379298774404686,0.12769503007603258,d971kvpv0aoc73c2jc8g,67,144,2533,4475,0,853,1872,0,1749,0.015528440475463867,83.77004766464233,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,4
5,1,3,22,255,512,255,512,0.4985946835803836,0.5013187786802168,0.12477633665073191,0.12520989038915892,d971ll1v0aoc73c2jcsg,87,164,24901,43935,0,8544,18502,0,16888,0.11099553108215332,138.40927028656006,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,4
5,1,1,0,209,512,209,512,0.34905304064911336,0.4692935654977904,0.100595289111098,0.12010984196825054,d971mqld0ogc73bgketg,65,142,283,561,0,92,225,0,243,0.005690813064575195,78.85428881645203,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,5
5,1,2,2,258,512,258,512,0.48852140993607884,0.5130358182105175,0.12317296514328838,0.12707495001844615,d971nedd0ogc73bgkffg,67,144,2469,4395,0,826,1816,0,1752,0.015858888626098633,83.66840434074402,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,5
5,1,3,29,274,512,274,512,0.49836659796893534,0.5004443679558233,0.1247400355303078,0.1250707233660311,d971o3k4ttfc73cordr0,94,171,32625,57689,0,11218,24267,0,22203,0.14626598358154297,148.30983996391296,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,5
5,1,1,0,209,512,209,512,0.34905304064911336,0.4692935654977904,0.100595289111098,0.12010984196825054,d971pbb0iros73egs19g,65,142,279,557,0,92,226,0,238,0.00516510009765625,78.82186341285706,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,6
5,1,2,2,247,512,247,512,0.4842385647897353,0.5087525986715157,0.12249107404267612,0.12639309049755207,d971pv44ttfc73corfgg,67,144,2532,4470,0,844,1862,0,1763,0.015648841857910156,83.60254955291748,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,6
5,1,3,24,275,512,275,512,0.4995047801296529,0.5020065927017029,0.12492118329683077,0.1253193600045025,d971qk1v0aoc73c2jhdg,89,166,27073,47730,0,9272,20035,0,18422,0.12066078186035156,137.48004698753357,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,6
5,1,1,0,181,512,181,512,0.29655501194960954,0.4135743714318473,0.09165330957497801,0.11117550175370833,d971rp1v0aoc73c2jie0,65,142,289,553,0,92,223,0,237,0.005733013153076172,79.17977118492126,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,7
5,1,2,5,264,512,264,512,0.35515121670654803,0.36585254384032667,0.10161131854885555,0.10338495922076749,d971sd5d0ogc73bgkjr0,70,147,5872,10351,0,1990,4343,0,4017,0.03051900863647461,94.02226066589355,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,7
5,1,3,55,241,512,241,512,0.36009115312103973,0.36115176692646356,0.1024314938788688,0.10260726305249401,d971t4s4ttfc73corib0,120,197,61969,109255,0,21276,46033,0,41945,0.2874274253845215,214.90150547027588,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,7
5,1,1,0,154,512,154,512,0.2467122137228735,0.3590675783620429,0.08272778008200653,0.10226175561020516,d971ut30iros73egs66g,65,142,285,555,0,92,225,0,237,0.005640745162963867,80.58108329772949,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,8
5,1,2,3,240,512,240,512,0.2712337214751664,0.28694286206734204,0.08718333031250046,0.0899705363289446,d971vh1v0aoc73c2jlq0,68,145,3614,6422,0,1229,2681,0,2511,0.02012491226196289,86.96169090270996,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,8
5,1,3,37,278,512,278,512,0.2774626111876201,0.27892751966346285,0.08829427345089091,0.08855441895743218,d972075d0ogc73bgkn70,102,179,42048,73654,0,14328,30997,0,28328,0.1821305751800537,168.21060848236084,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,8
5,1,1,0,217,512,217,512,0.36419371003125095,0.48507244104663955,0.10311076762745562,0.12262385212721051,d9721jpv0aoc73c2jnm0,65,142,287,561,0,92,225,0,243,0.005884647369384766,80.51868438720703,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,9
5,1,2,2,243,512,243,512,0.4826801771874796,0.5071937830442486,0.12224291302457993,0.126144965635047,d97227pv0aoc73c2jo8g,67,144,2501,4448,0,844,1854,0,1749,0.01652836799621582,84.40697717666626,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,9
5,1,3,22,253,512,253,512,0.49850814211399486,0.5012322394209344,0.12476256309075139,0.12519611719343948,d9722t9v0aoc73c2josg,87,164,24913,44023,0,8568,18537,0,16917,0.11558032035827637,131.88406682014465,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,512,0.005,0.05,9
5,1,1,0,420,1024,420,1024,0.36819968690608945,0.4530586376044839,0.10377247451301135,0.11751803159739353,d97240b0iros73egsaog,65,142,285,552,0,92,224,0,235,0.00574183464050293,145.22596621513367,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,0
5,1,2,8,490,1024,490,1024,0.4068697529915513,0.4118651173152602,0.11009079053137605,0.1108992235102183,d97254td0ogc73bgkrn0,73,150,9179,16270,0,3142,6826,0,6301,0.04461479187011719,169.15729999542236,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,0
5,1,1,0,341,1024,341,1024,0.29320844779685235,0.37456634687980894,0.09106927852035032,0.10482105440891834,d9726i1v0aoc73c2js7g,65,142,280,562,0,95,230,0,236,0.0056285858154296875,145.2780101299286,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,1
5,1,2,5,510,1024,510,1024,0.3552023394828827,0.36273360818903605,0.1016198193909883,0.10286920408316419,d9727mhv0aoc73c2jt9g,70,147,5851,10397,0,2011,4361,0,4024,0.03203129768371582,162.54748797416687,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,1
5,1,1,0,363,1024,363,1024,0.31397792353968335,0.3965389353335568,0.0946642488296643,0.1084138307443174,d97291ld0ogc73bgkv8g,65,142,275,555,0,92,226,0,236,0.006049394607543945,146.02817153930664,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,2
5,1,2,5,509,1024,509,1024,0.3551174972362522,0.36264837400049604,0.10160571142802183,0.10285509624222172,d972a6dd0ogc73bgl0ag,70,147,5823,10309,0,1975,4310,0,4023,0.05386805534362793,165.5109190940857,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,2
5,1,1,0,418,1024,418,1024,0.3662875473612709,0.4510850993774557,0.10345681805922816,0.11720247996518028,d972bi44ttfc73corv8g,65,142,286,559,0,92,225,0,241,0.006403923034667969,203.80460596084595,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,3
5,1,2,8,504,1024,504,1024,0.4060805959997139,0.41107443346492617,0.10996293570145307,0.11077136203813254,d972d544ttfc73cos0o0,73,150,9265,16345,0,3154,6854,0,6336,0.04496312141418457,170.619469165802,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,3
5,1,1,0,334,1024,334,1024,0.2866194591126636,0.36755562704284833,0.08991363172269265,0.10366619143225728,d972ei9v0aoc73c2k3gg,65,142,289,546,0,89,218,0,238,0.006159782409667969,145.42959856987,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,4
5,1,2,4,518,1024,518,1024,0.3238813454772159,0.3328929002258977,0.09635524981497275,0.09788227650442416,d972fmhv0aoc73c2k4gg,69,146,4769,8441,0,1629,3545,0,3266,0.025684595108032227,158.93191194534302,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,4
5,1,1,0,379,1024,379,1024,0.329139621257298,0.41246247690514176,0.09724757411588868,0.110995798110544,d972h130iros73egsmlg,65,142,283,561,0,92,225,0,243,0.005414247512817383,145.2995047569275,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,5
5,1,2,6,491,1024,491,1024,0.3786479281114834,0.38510230203923024,0.10549139408944302,0.10654857478696286,d972i5j0iros73egsnq0,71,148,6871,12304,0,2372,5154,0,4777,0.03489279747009277,163.86834239959717,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,5
5,1,1,0,488,1024,488,1024,0.43361061542957174,0.5197610641600388,0.11440250497453146,0.12814589038398028,d972jh9v0aoc73c2k87g,65,142,279,557,0,92,226,0,238,0.0055158138275146484,144.80472540855408,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,6
5,1,2,5,509,1024,509,1024,0.49634090050944635,0.5041909350806784,0.12441763103050553,0.12566701584470544,d972klj0iros73egsqcg,70,147,5807,10303,0,1978,4296,0,4028,0.029821395874023438,175.002055644989,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,6
5,1,1,0,425,1024,425,1024,0.37298301756906416,0.45798950441763375,0.10456062419387972,0.11830592999373606,d972m41v0aoc73c2kal0,65,142,289,553,0,92,223,0,237,0.00559687614440918,146.35221433639526,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,7
5,1,2,2,550,1024,550,1024,0.4987818583007426,0.516049841453148,0.12480612653538795,0.12755485047984635,d972n8pv0aoc73c2kbn0,67,144,2528,4445,0,844,1859,0,1741,0.015248298645019531,152.1175570487976,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,7
5,1,3,23,536,1024,536,1024,0.4985832779587207,0.5004205576576156,0.12477452138243685,0.12506693383795703,d972oepv0aoc73c2kcp0,88,165,25980,45831,0,8902,19257,0,17671,0.11662578582763672,218.444185256958,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,7
5,1,1,0,267,1024,267,1024,0.22406870599233522,0.2999390502282867,0.07847932172412196,0.09224194551735483,d972q7td0ogc73bglf3g,65,142,285,555,0,92,225,0,237,0.0052373409271240234,214.31721758842468,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,8
5,1,2,6,505,1024,505,1024,0.26423963517005056,0.2701179102940706,0.08592631146490036,0.08698348405687321,d972rtdd0ogc73bglgig,71,148,6991,12403,0,2393,5215,0,4794,0.035529136657714844,165.56143355369568,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,8
5,1,1,0,435,1024,435,1024,0.3825623833340692,0.46783854573364275,0.10613296066297653,0.11987780930386403,d972t9ld0ogc73bglhqg,65,142,287,561,0,92,225,0,243,0.005921840667724609,145.80675554275513,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,9
5,1,2,2,499,1024,499,1024,0.48883035591162494,0.5060995852563274,0.1232221480388456,0.12597080322448767,d972ue30iros73egt32g,67,144,2501,4448,0,844,1854,0,1749,0.015736103057861328,152.1588876247406,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,9
5,1,3,34,493,1024,493,1024,0.4991057069869754,0.5003571829102278,0.12485766877051731,0.12505684743058576,d972vkb0iros73egt44g,99,176,38564,67692,0,13167,28480,0,26044,0.1730666160583496,253.0966079235077,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,1024,0.005,0.05,9
5,1,1,0,553,2048,553,2048,0.24357867981200104,0.29766830969124897,0.08214810724378963,0.09184717422131325,d9731m5d0ogc73bgllp0,65,142,285,552,0,92,224,0,235,0.005268573760986328,278.5213394165039,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,0
5,1,2,9,1037,2048,1037,2048,0.26091157565553896,0.26373078228560926,0.08532444905290607,0.08583444661843423,d9733rs4ttfc73cosl70,74,151,10231,18212,0,3515,7638,0,7058,0.04819011688232422,319.74419617652893,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,0
5,1,1,0,675,2048,675,2048,0.3014189789603945,0.35865515011954907,0.09249877294007329,0.1021933330651803,d9736e1v0aoc73c2kp3g,65,142,280,562,0,95,230,0,236,0.005467414855957031,277.76112031936646,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,1
5,1,2,9,973,2048,973,2048,0.33737407815235954,0.3404076008443668,0.09863773117146699,0.09914773317623987,d9738jhv0aoc73c2kr2g,74,151,10352,18281,0,3551,7685,0,7044,0.049352407455444336,320.5178816318512,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,1
5,1,1,0,580,2048,580,2048,0.2563305660267709,0.3112141645918644,0.08449191299045328,0.09418979549447787,d973b6dd0ogc73bglu80,65,142,275,555,0,92,226,0,236,0.00556635856628418,277.77352118492126,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,2
5,1,2,10,969,2048,969,2048,0.2829039255805993,0.2855192701472722,0.08925847195761187,0.08971990304451985,d973dbtd0ogc73bgm050,75,152,11480,20284,0,3927,8526,0,7830,0.05359506607055664,325.43116188049316,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,2
5,1,1,0,552,2048,552,2048,0.2431069546876227,0.29716604530759944,0.08206062491336748,0.09175973812379273,d973fvk4ttfc73cosvvg,65,142,286,559,0,92,225,0,241,0.005739927291870117,277.3660364151001,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,3
5,1,2,9,1007,2048,1007,2048,0.2602352406273173,0.2630520980880737,0.08520183520585141,0.08571183299006768,d973i51v0aoc73c2l3kg,74,151,10310,18282,0,3551,7683,0,7047,0.04917716979980469,319.71621894836426,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,3
5,1,1,0,974,2048,974,2048,0.44526286169673257,0.5060370700847479,0.11627081831091257,0.12596085289304512,d973kntd0ogc73bgm6og,65,142,289,546,0,89,218,0,238,0.005597114562988281,277.49235105514526,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,4
5,1,2,6,985,2048,985,2048,0.49619427409702616,0.5008776268516444,0.12439429406187814,0.12513967872335252,d973mt9v0aoc73c2l7s0,71,148,7013,12323,0,2381,5172,0,4769,0.03414297103881836,305.53425312042236,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,4
5,1,1,0,862,2048,862,2048,0.3910625203767557,0.45114931061497715,0.10752187538975694,0.11721274869369196,d973pcb0iros73egtru0,65,142,283,561,0,92,225,0,243,0.006037473678588867,277.2871775627136,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,5
5,1,2,10,1061,2048,1061,2048,0.42319601616810704,0.4260621225433464,0.11272767796373702,0.11318910631264778,d973rhtd0ogc73bgmdp0,75,152,11470,20200,0,3921,8463,0,7815,0.05340766906738281,323.95978307724,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,5
5,1,1,0,831,2048,831,2048,0.37612617486843336,0.4358916532345105,0.1050774032456197,0.11476867501709864,d973u5pv0aoc73c2lf7g,65,142,279,557,0,92,226,0,238,0.005644083023071289,278.06431007385254,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,6
5,1,2,8,1045,2048,1045,2048,0.40577360670758716,0.4092932251474583,0.10991318840574466,0.11048318623893302,d9740bb0iros73egu2cg,73,150,9233,16236,0,3136,6802,0,6297,0.04469656944274902,315.53484201431274,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,6
5,1,1,0,701,2048,701,2048,0.3138150214675449,0.37158300945677725,0.09463631511425508,0.10433016060491546,d9742sld0ogc73bgmkg0,65,142,289,553,0,92,223,0,237,0.005590200424194336,294.1967878341675,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,7
5,1,2,9,1000,2048,1000,2048,0.3367181477443258,0.3397502127454574,0.09852730764164164,0.09903730594903556,d97456b0iros73egu6mg,74,151,10353,18265,0,3530,7660,0,7074,0.049231767654418945,319.91979122161865,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,7
5,1,1,0,741,2048,741,2048,0.3329300928334273,0.3914278300887395,0.0978885569526367,0.1075814423804688,d9747opv0aoc73c2lnpg,65,142,285,555,0,92,225,0,237,0.005101919174194336,277.8592507839203,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,8
5,1,2,11,963,2048,963,2048,0.36507387910311895,0.36762470768169686,0.10325628532033793,0.10367759301732331,d9749uk4ttfc73coto0g,76,153,12582,22258,0,4315,9356,0,8586,0.05878281593322754,329.8395321369171,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,8
5,1,1,0,742,2048,742,2048,0.3334086417964774,0.3919232790244712,0.09796935041835522,0.10766221388810913,d974cjld0ogc73bgmt60,65,142,287,561,0,92,225,0,243,0.0057926177978515625,278.7410624027252,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,9
5,1,2,11,989,2048,989,2048,0.3645422918573658,0.3670923146523314,0.10316840735207938,0.10358971127962693,d974ep9v0aoc73c2lu0g,76,153,12528,22203,0,4282,9309,0,8611,0.06008267402648926,330.4858558177948,real_mitigated,ibm_berlin,runtime_dd_twirling,mitigated,2048,0.005,0.05,9
