source,backend,condition,shots_per_round,repeats,rmse_vs_statevector_k1,median_abs_error_vs_statevector_k1,min_abs_error_vs_statevector_k1,max_abs_error_vs_statevector_k1
real_raw,ibm_yonsei,runtime_raw,512,10,1.6227208251285161,1.6405255850154759,1.5194188120550283,1.6658634097709077
