source,backend,condition,n,harmonic_index,shots_per_round,epsilon_target,alpha,analytic_k1,statevector_cos,statevector_k1,cos_estimate,k1_estimate,abs_error_vs_analytic_k1,abs_error_vs_statevector_k1,statevector_abs_error_vs_analytic_k1,max_transpiled_depth,max_transpiled_ecr,max_transpiled_cz,amplitude_estimate,amplitude_ci_low,amplitude_ci_high,cos_ci_low,cos_ci_high,epsilon_estimated,num_oracle_queries,powers,ratios,iqae_rounds,max_grover_power,source_file,recovered_from_jobs
aer_noise,ibm_yonsei,aer_noise_model_from_backend,8,1,8192,0.005,0.05,-1.640601856706279,0.5185498809808726,-1.6335919276211652,0.0858512750693865,-0.2704579734239822,1.3701438832822967,1.363133954197183,0.0070099290851137,64003,21599,0,0.4570743624653067,0.4566660148048718,0.4574827101257417,0.0850345797485165,0.0866679703902564,0.0004083476604349,147456,"[0, 0, 18]","[1.0, 37.0]",2,18,experiments/nighthawk_backend_probe_20260702/outputs/hardware_workflow/iqae_chebyshev_k1_n2_8_aer_20260706T081259Z.csv,
real_mitigated,ibm_yonsei,runtime_dd_twirling,2,1,8192,0.005,0.05,-1.640601856706279,0.5553494065680916,-1.9291098572856649,0.3915979345685074,-1.360288543994672,0.2803133127116068,0.5688213132909927,0.2885080005793858,4851,1125,0,0.3042010327157463,0.3038432455749664,0.3045588198565261,0.3908823602869478,0.3923135088500671,0.0003577871407798,155648,"[0, 0, 19]","[1.0, 39.0]",2,19,experiments/nighthawk_backend_probe_20260702/outputs/hardware_workflow/iqae_chebyshev_k1_n2_8_runtime_20260706T084955Z.csv,
real_mitigated,ibm_yonsei,runtime_dd_twirling,3,1,8192,0.005,0.05,-1.640601856706279,0.5466334516883146,-1.825179940808173,0.1006277158758492,-0.3359905763884125,1.3046112803178664,1.4891893644197605,0.184578084101894,12038,3501,0,0.4496861420620753,0.4491994375021093,0.4501728466220414,0.0996543067559171,0.1016011249957813,0.000486704559966,122880,"[0, 0, 15]","[1.0, 31.0]",2,15,experiments/nighthawk_backend_probe_20260702/outputs/hardware_workflow/iqae_chebyshev_k1_n2_8_runtime_20260706T103314Z.csv,
real_mitigated,ibm_yonsei,runtime_dd_twirling,4,1,8192,0.005,0.05,-1.640601856706279,0.5262812191518782,-1.6784493467444732,0.0005537230083363,-0.0017659684362616,1.6388358882700174,1.6766833783082116,0.0378474900381942,21759,7808,0,0.4997231384958318,0.4993532648047897,0.500093012186874,-0.0001860243737479,0.0012934703904206,0.0003698736910421,163840,"[0, 0, 20]","[1.0, 41.0]",2,20,experiments/nighthawk_backend_probe_20260702/outputs/hardware_workflow/iqae_chebyshev_k1_n2_8_runtime_20260706T105457Z.csv,
real_mitigated,ibm_yonsei,runtime_dd_twirling,5,1,8192,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,0.00015622015641,-0.0004935240842969,1.640108332621982,1.6487502387781576,0.0086419061561755,20222,6752,0,0.499921889921795,0.4993152976674973,0.5005284821760927,-0.0010569643521853,0.0013694046650053,0.0006065922542976,98304,"[0, 0, 12]","[1.0, 25.0]",2,12,experiments/nighthawk_backend_probe_20260702/outputs/hardware_workflow/iqae_chebyshev_k1_n2_8_runtime_20260707T052253Z.csv,
real_mitigated,ibm_yonsei,runtime_dd_twirling,6,1,8192,0.005,0.05,-1.640601856706279,0.5211059198057202,-1.6427244325637949,0.0002219051190608,-0.0006995294947486,1.6399023272115305,1.642024903069046,0.0021225758575158,34927,12718,0,0.4998890474404696,0.4994295077772069,0.5003485871037322,-0.0006971742074644,0.001140984445586,0.0004595396632626,131072,"[0, 0, 16]","[1.0, 33.0]",2,16,experiments/nighthawk_backend_probe_20260702/outputs/hardware_workflow/iqae_chebyshev_k1_n2_8_runtime_20260707T053200Z.csv,
real_mitigated,ibm_yonsei,runtime_dd_twirling,7,1,8192,0.005,0.05,-1.640601856706279,0.5210614370124688,-1.6417192827636076,0.0001350313548829,-0.0004254461438558,1.640176410562423,1.6412938366197516,0.0011174260573285,66227,25097,0,0.4999324843225585,0.4996098287946656,0.5002551398504516,-0.0005102797009031,0.0007803424106688,0.0003226555278929,188416,"[0, 0, 23]","[1.0, 47.0]",2,23,experiments/nighthawk_backend_probe_20260702/outputs/hardware_workflow/iqae_chebyshev_k1_n2_8_runtime_20260707T060019Z.csv,
real_mitigated,ibm_yonsei,runtime_dd_twirling,8,1,8192,0.005,0.05,-1.640601856706279,0.5185498809808726,-1.6335919276211652,0.000863040094184,-0.0027188422614341,1.6378830144448449,1.630873085359731,0.0070099290851137,72746,25208,0,0.499568479952908,0.4992158091712033,0.4999211507346126,0.0001576985307748,0.0015683816575933,0.0003526707817046,172032,"[0, 0, 21]","[1.0, 43.0]",2,21,experiments/nighthawk_backend_probe_20260702/outputs/hardware_workflow/iqae_chebyshev_k1_n2_8_runtime_20260707T062805Z.csv,
real_raw,ibm_yonsei,runtime_raw,2,1,8192,0.005,0.05,-1.640601856706279,0.5553494065680916,-1.9291098572856649,0.315717624628153,-1.0967041192188778,0.5438977374874012,0.8324057380667871,0.2885080005793858,4851,1125,0,0.3421411876859235,0.3417722333505867,0.3425101420212603,0.3149797159574793,0.3164555332988266,0.0003689543353368,155648,"[0, 0, 19]","[1.0, 39.0]",2,19,experiments/nighthawk_backend_probe_20260702/outputs/hardware_workflow/iqae_chebyshev_k1_n2_8_runtime_20260706T084659Z.csv,
real_raw,ibm_yonsei,runtime_raw,3,1,8192,0.005,0.05,-1.640601856706279,0.5466334516883146,-1.825179940808173,0.3012834031372575,-1.0059692142991838,0.6346326424070952,0.8192107265089892,0.184578084101894,15651,4648,0,0.3493582984313712,0.3490056111212611,0.3497109857414813,0.3005780285170373,0.3019887777574777,0.00035268731011,163840,"[0, 0, 20]","[1.0, 41.0]",2,20,experiments/nighthawk_backend_probe_20260702/outputs/hardware_workflow/iqae_chebyshev_k1_n2_8_runtime_20260706T103314Z.csv,
real_raw,ibm_yonsei,runtime_raw,4,1,8192,0.005,0.05,-1.640601856706279,0.5262812191518782,-1.6784493467444732,0.1810986414044357,-0.5775712400519205,1.0630306166543586,1.1008781066925528,0.0378474900381942,18355,6650,0,0.4094506792977821,0.4090245565811328,0.4098768020144314,0.1802463959711371,0.1819508868377344,0.0004261227166493,139264,"[0, 0, 17]","[1.0, 35.0]",2,17,experiments/nighthawk_backend_probe_20260702/outputs/hardware_workflow/iqae_chebyshev_k1_n2_8_runtime_20260706T105457Z.csv,
real_raw,ibm_yonsei,runtime_raw,5,1,8192,0.005,0.05,-1.640601856706279,0.5220517636129036,-1.6492437628624546,0.1384264203126817,-0.4373108688228632,1.203290987883416,1.2119328940395913,0.0086419061561755,38962,12916,0,0.4307867898436591,0.4304672027097452,0.4311063769775731,0.1377872460448538,0.1390655945805095,0.0003195871339139,188416,"[0, 0, 23]","[1.0, 47.0]",2,23,experiments/nighthawk_backend_probe_20260702/outputs/hardware_workflow/iqae_chebyshev_k1_n2_8_runtime_20260707T052253Z.csv,
real_raw,ibm_yonsei,runtime_raw,6,1,8192,0.005,0.05,-1.640601856706279,0.5211059198057202,-1.6427244325637949,-0.0105377277489679,0.0332189333857289,1.673820790092008,1.6759433659495238,0.0021225758575158,17657,6488,0,0.505268863874484,0.5043768097366502,0.5061609180123179,-0.0123218360246357,-0.0087536194733004,0.0008920541378338,65536,"[0, 0, 8]","[1.0, 17.0]",2,8,experiments/nighthawk_backend_probe_20260702/outputs/hardware_workflow/iqae_chebyshev_k1_n2_8_runtime_20260707T053200Z.csv,
real_raw,ibm_yonsei,runtime_raw,7,1,8192,0.005,0.05,-1.640601856706279,0.5210614370124688,-1.6417192827636076,-0.0767706229729097,0.2418828244266801,1.8824846811329592,1.883602107190288,0.0011174260573285,59665,22768,0,0.5383853114864549,0.5380336639749643,0.5387369589979454,-0.0774739179958907,-0.0760673279499286,0.0003516475114905,172032,"[0, 0, 21]","[1.0, 43.0]",2,21,experiments/nighthawk_backend_probe_20260702/outputs/hardware_workflow/iqae_chebyshev_k1_n2_8_runtime_20260707T060019Z.csv,
real_raw,ibm_yonsei,runtime_raw_recovered,8,1,8192,0.005,0.05,-1.640601856706279,0.5185498809808726,-1.6335919276211652,-4.724390803190204e-05,0.000148832869548,1.640750689575827,1.6337407604907133,0.0070099290851137,52448,18113,0,0.500023621954016,0.4995344346172747,0.5005128092907571,-0.0010256185815142,0.0009311307654505,0.0004891873367412,122880,"[0, 0, 15]","[1.0, 31.0]",2,15,experiments/nighthawk_backend_probe_20260702/outputs/hardware_workflow/iqae_chebyshev_k1_n2_8_runtime_recovered_20260707T061918Z.csv,"d969ce0tcv6s73djg590,d969diqf47jc73a5af7g"
