job_id,backend,n,seed,shots,measured_kl,measured_tvd,measured_integral,analytic_ref,measured_abs_error,sim_best_kl,sim_best_tvd,sim_integral,sim_abs_error,transpiled_depth,transpiled_size,logical_depth,logical_size,ecr_count,sx_count,rz_count,measure_count,best_kl,best_tvd
d900llg6c68s73ahft4g,ibm_yonsei,2,0,4096,0.0088191693792451,0.0525220429863173,8.534380663009156,7.561698543939756,0.9726821190693996,4.475341643149508e-15,4.368381308766933e-08,8.416502510381147,0.8548039664413905,21,37,36,56,3,14,18,2,4.475341643149508e-15,4.368381308766933e-08
d900llg6c68s73ahft4g,ibm_yonsei,3,9,4096,0.1171642567047556,0.1722713834379658,8.364139527830266,7.561698543939756,0.8024409838905102,5.4150212906254175e-14,1.4906539845625094e-07,7.559426128662751,0.0022724152770052,237,394,44,84,56,127,206,3,5.4150212906254175e-14,1.4906539845625094e-07
d900llg6c68s73ahft4g,ibm_yonsei,4,9,4096,0.3123340568290373,0.3292630729965993,9.359388669008611,7.561698543939756,1.797690125068855,1.1101627971415357e-13,1.736502841965127e-07,7.555687756715849,0.0060107872239072,308,521,52,112,78,169,268,4,1.1101627971415354e-13,1.736502841965127e-07
d900o3propqc738d5cj0,ibm_yonsei,5,5,4096,0.2705144728429144,0.3164111172895387,9.196818911556596,7.561698543939756,1.6351203676168398,3.0430389985488933e-13,3.122599486013065e-07,7.5619757929857565,0.0002772490460003,359,766,60,140,117,246,396,5,3.0430389985488923e-13,3.122599486013065e-07
d900vq8pknjs73a1ppv0,ibm_yonsei,6,2,4096,0.3298332686127009,0.336947027985757,9.388669435929785,7.561698543939756,1.826970891990027,7.357936795787465e-13,4.1227093921134233e-07,7.561835354958198,0.000136811018442,495,1031,68,168,162,312,535,6,7.357936795787465e-13,4.1227093921134233e-07
